customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score
280,Kris MacNish,59,femal,686-107-3111,Guntur,23.9.2021,Groceries,40542,credit card,3
281,Lewes Lacasa,47,Female,745-768-7470,Vijayawada,8.4.2023,Home Appliances,60768,credit card,36
282,Elga Charer,15,Female,202-208-8068,Guntur,14.12.2023,Electronics,21948,cash,22
283,Margaret Page,19,FEmale,748-785-9405,Vijayawada,27.10.2022,Grocy,53650,mobile payment,67
284,Fransisco Farloe,24,Female,463-502-4768,Vijayawada,17.3.2022,Toys,69631,credit card,7
285,Teddie Lumbley,29,MAle,660-790-0778,Chittor,6.3.2023,Groceries,69173,mobile payment,11
286,Rodge Sidary,44,MAle,499-291-2770,Vizag,28.12.2021,books,97545,CAsh,60
287,Mattheus Byram,27,FEmale,692-312-5917,VIJayawada,3.10.2023,books,67363,CAsh,79
288,Tybi Ireson,47,femal,827-283-1008,VIJayawada,27.10.2021,electronics,42225,cash,87
289,Richmond Stoney,30,femal,179-738-1237,Kurnool,4.12.2023,Grocy,88419,CAsh,1
290,Ewan Oene,25,Female,912-993-9648,VIJayawada,24.11.2023,Grocy,56565,cash,56
291,Bernie Gouck,19,Female,601-945-7049,Vizag,1.5.2022,Home Appliances,23434,mobile payment,72
292,Jackson McAless,44,FEmale,724-557-2201,KUrnool,16.7.2023,Home Appliances,29188,credit card,1
293,Lucille Corzon,45,Male,783-119-4166,KUrnool,18.7.2023,Electronics,77300,credit card,14
294,Thorndike Messer,26,,914-242-2660,Guntur,25.9.2022,Electronics,,mobile payment,13
295,Helen-elizabeth Seymark,38,femal,990-876-5402,Vizag,18.4.2023,electronics,87353,credit card,9
296,Josephina Newport,54,femal,429-412-9286,Vizag,20.3.2023,Toys,38173,cash,22
297,Ardyce Ussher,19,FEmale,489-548-5711,Guntur,10.11.2022,Home Appliances,81288,credit card,17
298,Milzie Spalls,53,Male,788-410-8016,,26.12.2023,Electronics,39942,CAsh,86
299,Marthe Gosby,41,FEmale,653-571-9106,Guntur,7.5.2023,Home Appliances,47765,cash,34
300,Lacey Chilles,15,,812-162-3556,VIJayawada,27.9.2021,Books,75334,mobile payment,82
301,Granger Thewless,50,Male,614-184-1522,VIJayawada,5.7.2023,Books,39970,credit card,19
302,Hadrian Dickie,51,,829-916-3201,Vizag,25.12.2021,Clothing,21294,CAsh,4
303,Myrvyn Partkya,53,MAle,470-572-1575,KUrnool,13.4.2022,books,94974,credit card,33
304,Eda Cromarty,28,Female,135-632-1026,VIJayawada,15.4.2023,electronics,68591,mobile payment,72
305,Waldo Harbord,17,femal,954-694-8956,Chittor,3.10.2022,Toys,36977,CAsh,53
306,Porter Lozano,52,FEmale,350-404-0510,VIJayawada,28.11.2023,Groceries,99307,mobile payment,66
307,Rhett Troke,23,femal,580-327-5736,VIJayawada,3.5.2021,Books,74572,CAsh,19
308,Vanya Greenhough,18,,766-476-2309,Chittor,15.1.2021,,77866,cash,10
309,Rhys Swiffen,33,Female,148-444-6307,Guntur,16.6.2022,Grocy,58351,CAsh,69
310,Vivi Swaby,16,,873-974-2935,Vijayawada,16.6.2023,Grocy,70722,CAsh,57
311,Brena Sysland,49,FEmale,882-737-6925,Vijayawada,28.1.2022,Groceries,25229,mobile payment,46
312,Phoebe Noar,31,FEmale,579-276-5262,KUrnool,16.2.2023,electronics,21664,mobile payment,75
313,Ephraim Bodocs,28,Male,601-262-0626,Chittor,30.5.2023,Books,54309,credit card,58
314,Jocko Schlag,28,,244-895-6073,VIJayawada,8.2.2022,books,47450,cash,80
315,Scottie Blowfield,31,femal,687-394-0221,Chittor,4.11.2022,Books,78850,credit card,57
316,Eddy McGrah,55,,523-561-5173,VIJayawada,19.7.2022,Books,32350,credit card,30
317,Bondy Fronks,52,Male,334-722-8879,Guntur,17.3.2022,Clothing,34761,CAsh,79
318,Margaretta Sandes,50,femal,815-983-3580,KUrnool,19.6.2022,Home Appliances,29255,cash,64
319,Demetrius Hargreave,30,femal,911-224-8952,Kurnool,27.7.2022,Groceries,64967,mobile payment,24
320,Nathanial Pledger,58,,734-421-7971,Vizag,15.9.2021,Groceries,96517,mobile payment,71
321,Jaynell Wrintmore,29,Male,740-805-3880,Chittor,1.4.2021,Clothing,35834,cash,78
322,Oralia Bunclark,48,Male,267-540-3512,VIJayawada,24.12.2023,Clothing,33840,cash,90
323,George Wilmott,54,Male,225-168-3211,KUrnool,17.3.2021,Books,27674,cash,51
324,Kora Reach,16,FEmale,330-696-2506,Vijayawada,22.9.2021,Books,65026,CAsh,44
325,Meara Foxworthy,44,FEmale,750-179-9837,Vijayawada,6.2.2023,Electronics,36050,mobile payment,81
326,Eyde Zanitti,47,,783-945-2508,Chittor,8.2.2022,Home Appliances,30910,cash,28
327,Bert Alster,16,Female,910-312-3443,Chittor,27.11.2023,Electronics,45521,mobile payment,74
328,Merry Coathup,57,Female,719-120-5427,KUrnool,13.10.2021,Toys,46362,cash,1
329,Reynard Tarbath,21,FEmale,432-275-1175,Vizag,5.8.2023,Toys,69440,CAsh,78
330,Randolf Pounsett,35,Female,513-384-0256,Kurnool,21.1.2023,Clothing,69131,CAsh,2
331,Jenda McQuillan,51,,451-685-5959,Vizag,29.9.2021,Toys,30314,CAsh,24
332,Paquito Sherwen,19,,555-133-4241,Vizag,30.10.2022,books,33450,cash,67
333,Elwyn MacKaig,45,FEmale,974-866-2537,Guntur,6.11.2022,Clothing,16181,mobile payment,43
334,Celene De Caroli,38,femal,476-994-5177,Vizag,3.8.2021,Home Appliances,,mobile payment,90
335,Chantalle Motte,57,Male,422-994-4966,KUrnool,10.4.2022,Toys,14450,CAsh,24
336,Dexter Apted,48,,222-827-2125,Kurnool,26.5.2023,Electronics,64815,mobile payment,56
337,Patrizius Wreakes,33,femal,654-266-3261,KUrnool,23.10.2023,Electronics,87221,CAsh,51
338,Bridie Gregan,16,,488-228-1064,Chittor,7.6.2021,Groceries,21703,credit card,6
339,Ralina Macvey,32,FEmale,591-559-7553,Chittor,8.1.2021,Groceries,22408,credit card,38
340,Matthiew McMurty,32,MAle,878-918-4682,,5.5.2022,,,CAsh,96
341,Axel O'Bradain,58,Female,904-544-8411,Kurnool,15.8.2023,Books,90860,mobile payment,87
342,Sibella Dulake,16,,860-561-5197,Vizag,21.3.2022,Electronics,72468,cash,27
343,Feliks Keable,33,femal,557-360-6308,Kurnool,23.3.2023,Electronics,26084,mobile payment,51
344,Kirby De Metz,33,MAle,126-632-0345,Kurnool,20.1.2021,electronics,36593,credit card,29
345,Winnifred Huikerby,58,Female,401-517-1213,Chittor,15.10.2022,Home Appliances,90486,mobile payment,22
346,Alecia Wiggett,45,Female,596-772-1644,Vizag,7.5.2023,Home Appliances,71814,cash,71
347,Kelsy Middiff,48,Male,912-249-3332,Vijayawada,8.6.2023,Groceries,37357,cash,92
348,Charita Deekes,21,Female,433-588-9459,Vijayawada,11.8.2021,Groceries,13498,CAsh,57
349,Franz Glanester,25,MAle,992-186-0320,Kurnool,17.10.2021,books,,cash,56
350,Pandora Varley,37,Male,901-550-4212,Guntur,9.1.2021,Grocy,31491,cash,72
351,Gerek De La Hay,32,,562-317-7275,Kurnool,24.1.2021,Groceries,80624,cash,90
352,Anabal McElory,31,femal,292-760-9458,Chittor,19.6.2022,Groceries,61049,credit card,36
353,Ardys Maria,32,FEmale,280-868-1345,Kurnool,15.2.2022,Home Appliances,57278,mobile payment,7
354,Binnie Tombleson,38,,213-110-9337,Kurnool,24.1.2023,Home Appliances,26711,mobile payment,67
355,Carlye Kerins,27,Male,931-388-0296,Guntur,7.3.2021,Grocy,82485,CAsh,80
356,Bambi Fone,26,Male,637-633-3896,Guntur,28.5.2022,Grocy,58446,credit card,77
357,Harrie Randerson,20,Female,510-695-4214,Vizag,26.11.2021,books,63680,mobile payment,89
358,Stefano Lamburne,49,femal,628-791-7860,VIJayawada,28.11.2022,Groceries,14655,cash,37
359,Courtenay Crees,35,Female,372-943-1392,KUrnool,1.6.2023,Clothing,31018,mobile payment,59
360,Candice Grave,21,FEmale,368-663-7658,Guntur,1.10.2021,Toys,27501,mobile payment,57
361,Ajay Shepperd,31,femal,826-464-5537,KUrnool,26.7.2022,Home Appliances,99801,CAsh,14
362,Rachelle Capeling,18,femal,209-650-7592,Guntur,15.1.2021,Grocy,53024,cash,36
363,Freida Carrick,59,Male,532-677-0530,Guntur,10.3.2023,books,34704,cash,11
364,Tracy Lucus,17,Female,934-751-6129,Kurnool,8.6.2022,Grocy,94812,CAsh,53
365,Norina Caghan,25,,929-533-8261,VIJayawada,17.3.2022,Books,29963,cash,2
366,Mahmud Skippon,60,,673-986-4587,Guntur,26.6.2021,Home Appliances,88530,CAsh,39
367,Dame Niezen,40,,559-643-5772,Vijayawada,18.5.2021,Grocy,19517,credit card,9
368,Alleen Girodias,32,femal,116-741-8631,Chittor,3.3.2021,books,,CAsh,62
369,Barrie Colliver,16,FEmale,593-631-5190,Vizag,2.5.2022,Grocy,75770,cash,71
370,Kynthia Riddell,40,MAle,558-541-1487,Vizag,16.3.2022,Clothing,44090,cash,26
371,Irma Birtwell,48,,332-881-3109,Chittor,10.8.2022,electronics,49847,CAsh,89
372,Edmon Roulston,42,FEmale,358-392-2091,Kurnool,6.5.2022,books,72802,mobile payment,89
373,Kath Bunting,50,FEmale,594-949-4617,Guntur,30.3.2022,books,21918,credit card,80
374,Dredi Burberow,48,Female,620-379-2535,VIJayawada,6.2.2023,Toys,75284,cash,37
375,Charis Fyfield,21,femal,276-295-3431,VIJayawada,7.9.2023,Groceries,90718,mobile payment,67
376,Packston Tamas,49,MAle,240-343-9799,Guntur,15.2.2023,Grocy,56350,CAsh,93
377,Chaddie Roset,43,femal,540-297-8753,Kurnool,20.9.2021,Home Appliances,49035,credit card,26
378,Winnifred Steiner,27,Female,169-712-3799,KUrnool,15.2.2022,Books,12416,mobile payment,94
379,Cam Scrinage,59,femal,907-144-5219,VIJayawada,18.11.2022,,24051,credit card,3
380,Oliy Potkins,42,Male,512-289-5415,Guntur,15.9.2021,electronics,58277,mobile payment,86
381,Tiffanie Dearth,21,FEmale,921-414-4823,KUrnool,18.1.2023,Clothing,26868,CAsh,21
382,Ansel Gasking,34,,521-187-4307,VIJayawada,8.5.2021,Toys,99665,cash,32
383,Lira Luto,55,FEmale,252-322-8002,KUrnool,5.4.2021,books,32869,mobile payment,3
384,Milissent Luscott,57,femal,262-675-9814,,18.7.2022,Home Appliances,75900,credit card,55
385,Jany Muir,60,femal,498-556-6344,KUrnool,26.12.2022,Books,78819,cash,27
386,Sylvia Cay,17,femal,636-965-8695,Kurnool,3.2.2023,Electronics,62426,mobile payment,40
387,Dino Robers,17,FEmale,747-517-7914,KUrnool,13.9.2021,electronics,31228,CAsh,89
388,Hilly Piddlehinton,49,femal,666-337-8156,KUrnool,21.5.2023,electronics,75358,mobile payment,10
389,Llywellyn Bowmer,38,Female,795-719-0947,Vijayawada,21.1.2023,Electronics,50549,mobile payment,29
390,Chandra Klimecki,59,,918-524-7423,Chittor,7.5.2022,electronics,89543,mobile payment,9
391,Thebault Antonopoulos,18,,418-918-8818,Chittor,18.6.2023,Electronics,38609,mobile payment,97
392,Lorri Zaczek,20,FEmale,612-734-0253,Vizag,17.4.2022,Electronics,52962,CAsh,53
393,Adara Rothery,31,FEmale,592-187-8054,,17.3.2023,Grocy,81791,cash,41
394,Leonhard Gilogly,55,MAle,842-624-6073,Kurnool,16.8.2021,Groceries,44809,cash,22
395,Rance Leebeter,20,MAle,985-939-6376,Vizag,3.11.2022,Toys,62398,CAsh,81
396,Sioux Benedit,49,femal,803-595-4560,KUrnool,14.3.2023,Clothing,40352,cash,98
397,Noni Sollis,44,Female,280-435-5175,Kurnool,8.1.2023,Electronics,72467,CAsh,88
398,Madonna Westell,46,femal,413-155-7520,Vizag,16.10.2021,electronics,74005,mobile payment,50
399,Brina Gawkes,56,,881-267-9966,VIJayawada,15.12.2021,Electronics,93289,credit card,48
400,Tom Hedgeley,40,FEmale,868-817-1769,Vijayawada,12.1.2023,Groceries,34652,cash,67
401,Marissa Whitelaw,22,femal,232-348-2430,Vizag,28.4.2023,Toys,70790,CAsh,64
402,Cynde Brotherheed,28,FEmale,143-609-9345,VIJayawada,15.2.2022,electronics,68489,CAsh,71
403,Emlyn Allon,50,Male,827-854-2819,Guntur,10.5.2023,Toys,,mobile payment,26
404,Itch Martineau,34,,159-351-9896,Vizag,14.9.2022,Clothing,47857,mobile payment,11
405,Hatty Prowse,51,Male,436-891-0305,VIJayawada,15.4.2021,Grocy,92417,CAsh,80
406,Inez Behr,50,Female,494-196-2247,Guntur,19.11.2023,Grocy,27491,credit card,48
407,Lydon Jemmett,32,FEmale,735-599-3401,VIJayawada,11.2.2021,Grocy,94627,CAsh,37
408,Maryjane Kadd,35,,928-354-3183,Vizag,7.5.2021,Electronics,54094,cash,30
409,Isis Milsap,49,MAle,610-786-3043,Kurnool,9.6.2022,books,88711,CAsh,27
410,Babb Turle,18,,538-590-0010,Guntur,6.2.2022,Electronics,46682,cash,88
411,Brittani Poulney,18,,142-864-0041,Kurnool,21.12.2021,Grocy,32398,mobile payment,67
412,Elsbeth Niblock,16,femal,270-152-6512,Guntur,29.4.2022,,53716,credit card,74
413,Morse Oakden,38,,227-480-1691,Guntur,7.9.2023,Home Appliances,73600,mobile payment,5
414,Britt Pymar,25,MAle,894-632-5234,Vijayawada,2.2.2022,Books,31971,mobile payment,73
415,Wynnie Baudoux,59,,317-964-3037,Vijayawada,19.5.2022,Groceries,99106,cash,1
416,Candida Batrop,17,,985-542-9386,Chittor,22.3.2021,Groceries,48250,mobile payment,87
417,Mattie Lowrey,40,Female,624-485-2408,Vizag,29.11.2023,Grocy,72881,cash,89
418,Petra Dodgson,29,Female,511-246-7650,KUrnool,2.6.2022,Groceries,18593,cash,72
419,Ame Tomasz,46,Male,104-131-3484,Chittor,26.2.2022,Home Appliances,69532,cash,100
420,Stanislas Rotherham,47,,205-660-5866,Guntur,16.1.2022,Books,22067,mobile payment,87
421,Robby Skilling,52,,459-836-9254,Vijayawada,6.4.2021,Home Appliances,69374,CAsh,69
422,Mead Ashingden,60,,584-150-0958,Chittor,18.2.2021,Home Appliances,29261,mobile payment,36
423,Warner Le Provost,44,FEmale,277-717-8872,Vijayawada,18.11.2023,Groceries,16020,mobile payment,6
424,Timothee Smees,21,Female,335-667-6513,VIJayawada,16.12.2022,Toys,98673,CAsh,86
425,Tiphany Radband,60,FEmale,759-850-4815,Vizag,12.5.2023,Toys,82478,CAsh,67
426,Curt Danilin,23,,859-373-9349,Chittor,27.3.2022,Electronics,82929,mobile payment,61
427,Obediah Sidebotton,36,FEmale,268-814-9132,Chittor,27.12.2021,Clothing,10294,CAsh,10
428,Corbet Tomkin,34,femal,426-220-4676,Vijayawada,23.12.2023,Home Appliances,38428,credit card,49
429,Broderic Hotchkin,56,FEmale,720-528-3166,KUrnool,10.8.2022,Electronics,18144,cash,62
430,Sapphire Print,43,femal,332-576-2282,KUrnool,3.11.2021,Books,30221,credit card,51
431,Ximenes Claxton,41,,561-981-6633,Chittor,29.12.2021,Groceries,62872,CAsh,42
432,Eamon Crankshaw,24,Female,733-852-6048,Vizag,15.2.2022,,15983,CAsh,98
433,Siegfried MacLese,51,,431-771-5313,Vijayawada,6.12.2023,Groceries,93264,mobile payment,32
434,Bernetta Lilliman,29,FEmale,301-417-8824,VIJayawada,10.12.2021,Groceries,14330,CAsh,54
435,Edithe Roughan,51,Female,473-493-0015,Vizag,6.12.2021,Groceries,56210,mobile payment,81
436,Aurel Goede,38,femal,518-192-3140,Chittor,12.8.2023,Groceries,48740,mobile payment,26
437,Neron Ciccottini,27,Female,778-132-7754,KUrnool,18.2.2022,Groceries,38361,credit card,99
438,Reta Kleis,44,MAle,886-368-0691,Kurnool,8.10.2023,Clothing,,mobile payment,5
439,Sigfrid Boich,19,MAle,393-780-0201,VIJayawada,21.8.2023,,31123,cash,22
440,Trevar Cappel,28,,723-299-9558,KUrnool,21.2.2021,Toys,64136,credit card,40
441,Hoyt Darrow,16,MAle,742-978-0254,Guntur,19.7.2021,Grocy,93308,cash,55
442,Lise Jandak,30,MAle,777-565-3254,VIJayawada,2.10.2021,Electronics,91159,cash,71
443,Remus Blitzer,46,MAle,460-983-8847,Chittor,3.12.2021,Books,20426,cash,61
444,Alexio Punt,39,MAle,994-764-7701,Vijayawada,17.7.2021,Groceries,11339,credit card,74
445,Audy Sapp,18,FEmale,485-156-6036,KUrnool,9.2.2023,Home Appliances,86177,cash,49
446,Malachi Farlam,46,femal,764-345-9000,Kurnool,28.2.2023,Clothing,26617,CAsh,29
447,Sherlock Reignould,43,MAle,225-947-0700,KUrnool,22.1.2023,electronics,11338,mobile payment,72
448,Cherey Poel,21,FEmale,670-374-7295,VIJayawada,25.4.2021,Books,43630,credit card,84
449,Tadeas MacArd,24,Female,834-273-5727,KUrnool,7.5.2021,Toys,72104,mobile payment,6
450,Hulda Babbidge,45,,813-315-5141,Chittor,24.9.2021,books,12765,cash,66
451,Lynde Spurr,37,MAle,924-720-8368,VIJayawada,13.11.2023,Grocy,77234,mobile payment,68
452,Kimbra Peachey,32,,405-125-3808,VIJayawada,5.1.2022,books,51756,credit card,12
453,Ives Rishworth,45,,108-552-3423,Kurnool,3.1.2023,Grocy,36110,CAsh,19
454,Esdras Arundel,34,MAle,355-363-8655,Chittor,28.9.2021,Groceries,43210,mobile payment,2
455,Bibby Favelle,30,femal,965-988-0571,Kurnool,19.5.2022,Clothing,49891,CAsh,45
456,Tamera Clutten,35,Female,965-260-3525,VIJayawada,27.1.2021,books,40262,cash,97
457,Georgianna Birdwhistle,28,,797-167-6854,Kurnool,8.10.2023,Home Appliances,35487,cash,3
458,Peadar Wyld,23,femal,440-429-7473,VIJayawada,12.7.2023,electronics,36964,cash,4
459,Nikolia Havvock,30,,318-535-2715,Chittor,8.8.2021,,10526,mobile payment,36
460,Shadow Vedstra,37,FEmale,325-127-8970,VIJayawada,12.3.2022,books,40326,CAsh,43
461,Anjela Ducker,17,,479-703-1657,Kurnool,18.2.2021,Groceries,70485,CAsh,92
462,Barrie Lightewood,51,Male,128-298-0198,VIJayawada,30.4.2021,books,58065,cash,14
463,Crista Manklow,29,femal,809-767-8540,VIJayawada,2.12.2023,Toys,84894,mobile payment,19
464,Fayth Gierth,39,Male,797-489-9738,KUrnool,2.1.2023,Groceries,63699,CAsh,97
465,Nickolas Pavlik,43,MAle,603-307-2944,Vizag,21.5.2022,Toys,66903,cash,93
466,Sallee Cutajar,24,Female,516-875-7226,Vizag,27.12.2021,Home Appliances,50969,cash,44
467,Grissel Sheward,19,,941-569-3969,Guntur,13.5.2023,Grocy,68337,cash,27
468,Shanon Katz,34,Female,119-184-5236,Vizag,1.7.2023,Groceries,72767,cash,87
469,Viviyan Signori,33,Female,240-750-5454,Guntur,24.11.2023,Grocy,29544,cash,91
470,Leia Sillitoe,33,MAle,567-397-2929,Chittor,9.6.2021,Toys,58943,mobile payment,89
471,Dix Elsy,23,MAle,809-589-0540,Chittor,26.10.2022,Home Appliances,84759,cash,24
472,Reynolds Cescon,49,,374-321-8342,KUrnool,19.8.2023,electronics,70380,cash,30
473,Evvy Bertomieu,29,,915-605-6913,KUrnool,5.7.2021,books,18553,mobile payment,46
474,Dwain Rameau,29,FEmale,972-198-8023,Vizag,4.7.2023,Books,41060,cash,47
475,Woody Ivanikhin,31,femal,426-680-7546,Kurnool,8.10.2022,Books,45296,CAsh,68
476,Waiter Gauche,37,MAle,293-825-9308,Vizag,23.3.2023,electronics,46965,mobile payment,76
477,Emili McInility,24,,469-455-0788,Guntur,8.2.2022,Toys,85640,credit card,33
478,Von Kislingbury,42,femal,866-885-4440,Vijayawada,25.10.2021,Toys,72964,credit card,25
479,Emerson Iles,32,Female,251-442-5457,Kurnool,1.7.2023,Books,42519,credit card,28
480,Veriee Besset,44,FEmale,316-627-0069,KUrnool,25.2.2021,Toys,24566,cash,14
481,Nessy L'Episcopio,41,,821-398-0999,KUrnool,27.11.2023,Home Appliances,14742,mobile payment,80
482,Jeffrey Sarra,56,,272-407-3731,Chittor,18.1.2021,Home Appliances,,cash,68
483,Jeanie Klassmann,51,femal,814-171-5133,Chittor,10.2.2023,Home Appliances,18398,mobile payment,48
484,Karon Veale,33,,627-100-0192,,22.12.2022,Books,45206,CAsh,15
485,Glori Cridland,21,femal,487-853-5733,VIJayawada,19.10.2022,Home Appliances,84388,credit card,74
486,Brena Sitwell,55,Male,567-547-0672,Vizag,25.12.2022,electronics,23126,cash,81
487,Ulrick Bride,48,femal,990-183-7985,Vizag,19.3.2023,electronics,67140,credit card,13
488,Angil Garfitt,60,Female,678-695-9396,Chittor,27.11.2023,,36253,CAsh,66
489,Elicia Axon,58,femal,653-429-1970,Chittor,10.7.2023,Toys,76200,CAsh,77
490,See Waldron,31,MAle,968-182-9152,Chittor,10.6.2021,Groceries,68530,CAsh,87
491,Franny Narramor,19,,864-631-4657,Vijayawada,7.2.2022,,35140,mobile payment,14
492,Devland Barron,24,MAle,350-531-9449,VIJayawada,1.6.2021,Home Appliances,84614,CAsh,23
493,Linnie Tippell,52,MAle,625-238-0344,Guntur,4.7.2022,Grocy,52621,cash,44
494,Candy Heeks,16,FEmale,740-429-5010,Vizag,22.8.2023,Toys,,mobile payment,20
495,Rogerio Spinetti,26,femal,843-696-8865,VIJayawada,21.2.2023,,53219,cash,37
496,Brendon Fyfield,60,Male,540-576-0954,Vijayawada,19.3.2021,electronics,63156,CAsh,89
497,Leena Iacapucci,22,MAle,334-582-3426,Vijayawada,4.7.2022,Home Appliances,13074,cash,74
498,Janina Devote,26,Male,572-154-8642,KUrnool,28.7.2021,Home Appliances,88966,credit card,1
499,Stefanie Bilbery,46,FEmale,244-337-0611,Chittor,6.2.2021,Toys,31048,CAsh,97
500,Brandie Mithan,41,,612-699-6606,Vijayawada,18.10.2022,,94296,CAsh,90
501,Nadya Poncet,25,FEmale,786-991-8032,VIJayawada,3.8.2022,Groceries,69444,mobile payment,40
502,Ernst Swanborough,45,Male,958-417-1313,Vizag,20.11.2022,books,85879,credit card,71
503,Sybilla Clooney,53,,511-719-3203,Kurnool,22.11.2021,Grocy,29056,cash,60
504,Andy Grebert,25,,138-345-4550,Chittor,30.12.2023,Grocy,26712,cash,7
505,Lindi Hornung,49,Male,822-476-3838,Vijayawada,13.10.2021,Groceries,,mobile payment,7
506,Barthel Besant,24,Male,511-667-7031,VIJayawada,2.4.2021,Books,83457,credit card,56
507,Esma Erlam,33,,389-438-3544,Vizag,14.3.2021,Home Appliances,64362,CAsh,16
508,Duffy Palke,58,FEmale,941-550-6418,VIJayawada,10.1.2023,Grocy,77371,CAsh,98
509,Nesta Baudts,29,,611-480-0478,Chittor,12.1.2022,electronics,81846,mobile payment,36
510,Carolyn Dayborne,50,MAle,283-334-5559,Vijayawada,22.11.2023,Clothing,59604,cash,8
511,Geoffry Feldmus,18,MAle,334-477-8259,VIJayawada,5.11.2021,Home Appliances,23777,cash,52
512,Vivi Gieraths,30,Female,243-101-7410,VIJayawada,22.1.2022,books,63184,credit card,95
513,Nonah Dodd,34,femal,759-244-8163,Vijayawada,24.5.2023,Groceries,69916,CAsh,65
514,Shayla Millington,36,,109-317-9657,Vijayawada,6.5.2022,books,82549,CAsh,52
515,Kristo Sweetland,17,FEmale,645-835-1332,VIJayawada,23.3.2021,electronics,63466,credit card,71
516,Persis Messingham,54,femal,634-563-5715,VIJayawada,26.1.2023,Books,82219,cash,39
517,Brenn Jonczyk,55,femal,413-296-2272,Vijayawada,9.1.2022,Grocy,22229,CAsh,42
518,Dannie Oliffe,48,MAle,921-905-2092,Guntur,25.8.2023,Toys,,mobile payment,41
519,Nicolle Olufsen,41,Male,279-576-8184,Vijayawada,14.6.2021,Toys,38298,mobile payment,71
520,Elyse Dellit,43,,570-276-8062,Chittor,30.11.2021,Grocy,60903,mobile payment,99
521,Ingelbert Seman,49,,109-130-8445,Vijayawada,15.1.2022,Books,74157,mobile payment,62
522,Thatch Dovydenas,44,Male,532-546-9636,Kurnool,25.10.2021,books,96172,credit card,52
523,Serge Maiklem,51,Female,765-798-8418,VIJayawada,12.7.2023,Electronics,72447,credit card,12
524,Caryl Pegden,48,,338-923-4552,Vijayawada,7.6.2022,Books,25763,cash,3
525,Babbie Boas,16,femal,383-928-2221,Guntur,15.8.2022,Toys,80026,mobile payment,72
526,Anetta Kelley,33,,312-573-4174,Kurnool,1.7.2023,electronics,63292,credit card,16
527,Merline Klaffs,29,MAle,534-709-3215,Kurnool,30.5.2022,Home Appliances,48618,cash,100
528,Jaimie Arrol,31,MAle,446-210-8866,Chittor,4.8.2023,books,60803,credit card,94
529,Nadean Yter,38,MAle,541-772-2283,Guntur,13.5.2022,Groceries,14174,cash,76
530,Moira Stuehmeier,30,FEmale,256-561-5604,,19.8.2022,Books,36579,CAsh,36
531,Emile Causton,18,MAle,476-376-4307,Guntur,15.4.2022,Books,68777,mobile payment,38
532,Christian Jorat,17,Male,136-574-3692,Chittor,6.3.2021,Grocy,55440,credit card,93
533,Gaylene Mila,39,Male,729-706-1966,KUrnool,3.11.2022,Groceries,44563,mobile payment,22
534,Merola Attryde,58,,577-146-5151,Vijayawada,3.10.2021,Home Appliances,89408,cash,85
535,Kiley Caulcott,51,Female,806-723-2647,Chittor,9.8.2023,Home Appliances,67598,CAsh,99
536,Gusty Renols,20,FEmale,304-556-1158,KUrnool,29.4.2023,electronics,64466,credit card,20
537,Arleta Ellwand,53,FEmale,768-356-2348,VIJayawada,14.11.2021,Home Appliances,,credit card,26
538,Ramona Sibson,18,,565-904-7315,KUrnool,1.5.2021,books,13023,CAsh,65
539,Brynn O'Hagerty,24,,695-919-9259,KUrnool,24.2.2021,electronics,81666,credit card,94
540,Buffy Pratchett,44,FEmale,856-906-6019,Chittor,12.12.2023,Home Appliances,38904,CAsh,86
541,Howie Thomel,42,Male,199-900-2374,Kurnool,5.3.2023,Clothing,35929,credit card,34
542,Ferne Gabey,31,MAle,983-170-5125,Vizag,1.4.2022,Electronics,83774,credit card,66
543,Jilli Mangenet,43,FEmale,330-910-8682,Vijayawada,1.6.2023,books,95958,cash,5
544,Terrence Tithecott,40,MAle,884-842-1744,Vijayawada,8.2.2021,Toys,54122,mobile payment,18
545,Loydie Mathieson,55,Male,261-975-7258,Vizag,8.7.2022,books,64137,mobile payment,1
546,Ronda Folli,50,MAle,214-704-5837,VIJayawada,13.2.2022,Groceries,,mobile payment,94
547,Cal Tunno,41,MAle,505-275-7196,VIJayawada,26.6.2021,Grocy,79620,cash,79
548,Sharlene Miere,15,femal,564-423-4165,Vizag,11.6.2023,Home Appliances,37306,credit card,12
549,Aubert Renfree,46,Male,566-115-4309,Vizag,28.3.2021,Books,53347,CAsh,34
550,Leshia Gunner,52,femal,937-893-9729,,20.4.2022,Home Appliances,,mobile payment,49
551,Johnathan Ucchino,21,MAle,752-164-9222,Kurnool,16.3.2021,books,33394,CAsh,93
552,Cristian Bartels,21,FEmale,276-320-2961,KUrnool,27.5.2022,Grocy,58845,CAsh,22
553,Elvina De Freitas,16,,231-535-6413,Vijayawada,7.6.2023,Clothing,48544,cash,18
554,Welsh Paddeley,35,,348-650-3339,KUrnool,6.2.2022,Home Appliances,55909,cash,22
555,Armstrong Chamberlayne,60,Male,735-275-9401,Guntur,12.6.2021,Toys,33897,mobile payment,84
556,Gwenora Wingrove,47,Female,457-235-5315,VIJayawada,13.7.2023,Home Appliances,,credit card,20
557,Conan Kolyagin,46,MAle,113-935-4342,Vijayawada,4.9.2021,electronics,80750,cash,37
558,Quintilla Cattanach,58,femal,371-988-4970,Kurnool,6.10.2022,,33390,CAsh,49
